,audio_spans,path,filename,folder,subfolder
449,"[{'start': 0.1335268139, 'end': 2.8768958991, 'label': 'CHUNK', 'id': '3713bcb3-eb10-4199-a9af-fe7325c3c314', 'color': 'rgba(255,215,0,0.2)'}, {'start': 5.0133249211, 'end': 9.0919621451, 'label': 'CHUNK', 'id': 'f2f31add-b186-49a3-b80d-a02bb1b65bb9', 'color': 'rgba(255,215,0,0.2)'}, {'start': 9.7960126183, 'end': 15.3313059937, 'label': 'CHUNK', 'id': '1f9c291f-1e12-43be-a246-35d0734d3e10', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottleGlass_DIGIA05-05.wav,BottleGlass_DIGIA05-05,DIGI-A,DIGIA05
450,"[{'start': -0.0364921136, 'end': 4.0749526814, 'label': 'CHUNK', 'id': '6729b91f-b4fb-4627-be92-1d74f55d028c', 'color': 'rgba(255,215,0,0.2)'}, {'start': 5.0237476341, 'end': 9.5001135647, 'label': 'CHUNK', 'id': 'aa06a26a-ebf3-432d-97d3-d60dec8a0b67', 'color': 'rgba(255,215,0,0.2)'}, {'start': 10.3272681388, 'end': 14.0737917981, 'label': 'CHUNK', 'id': '079a5835-89c9-4689-bc2e-d168cf57737b', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottleGlass_DIGIA05-07.wav,BottleGlass_DIGIA05-07,DIGI-A,DIGIA05
451,"[{'start': 0.2929211356, 'end': 1.5088201893000002, 'label': 'CHUNK', 'id': '163871d0-8a85-4e71-bac6-eaf80c682dc3', 'color': 'rgba(255,215,0,0.2)'}, {'start': 3.1226498423, 'end': 4.194851735, 'label': 'CHUNK', 'id': '85661105-436b-439a-8cba-e130f38a581e', 'color': 'rgba(255,215,0,0.2)'}, {'start': 6.3503091483, 'end': 6.9914195584000005, 'label': 'CHUNK', 'id': '34ebf686-db8c-4ef4-8c86-ce0641d210a2', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottleGlass_DIGIA05-15.wav,BottleGlass_DIGIA05-15,DIGI-A,DIGIA05
452,"[{'start': 0.098044164, 'end': 0.6302839117, 'label': 'CHUNK', 'id': 'fc369bd9-cad6-4f5d-a191-17f81623f82d', 'color': 'rgba(255,215,0,0.2)'}, {'start': 2.6752050473, 'end': 3.5529337539, 'label': 'CHUNK', 'id': 'f0afe19c-1e34-4f71-b771-b284a629c1f4', 'color': 'rgba(255,215,0,0.2)'}, {'start': 4.8788643533, 'end': 5.887318612, 'label': 'CHUNK', 'id': '8f6a10d1-0367-49d2-b169-412a3366d05e', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottleGlass_DIGIA05-16.wav,BottleGlass_DIGIA05-16,DIGI-A,DIGIA05
453,"[{'start': 0, 'end': 5.7813333333, 'label': 'CHUNK', 'id': 'f70ec2d8-66b5-41ac-8ae5-21e5e8a5a4ae', 'color': 'gold'}, {'start': 7.552, 'end': 21.696, 'label': 'CHUNK', 'id': '642afb8c-9993-4a82-8d40-867a9352f0be', 'color': 'gold'}]",./duplicate/BottleGlass_DIGIJ07-94.wav,BottleGlass_DIGIJ07-94,DIGI-J,DIGIJ07
454,"[{'start': 10.7339810726, 'end': 17.3755457413, 'label': 'CHUNK', 'id': '520ad5b0-5155-4d6a-af48-853110845ecf', 'color': 'rgba(255,215,0,0.2)'}, {'start': 0.3169211356, 'end': 3.7065993691, 'label': 'CHUNK', 'id': 'c7d4e1b9-ca62-4957-9061-96a49f9cf787', 'color': 'rgba(255,215,0,0.2)'}, {'start': 3.9821829653, 'end': 10.3481640379, 'label': 'CHUNK', 'id': '3a52ca96-5ef9-409d-8c12-103f35f42409', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottlePlastic_DIGIA05-09.wav,BottlePlastic_DIGIA05-09,DIGI-A,DIGIA05
455,"[{'start': 0.34569129530000003, 'end': 4.0842786376, 'label': 'CHUNK', 'id': '907c004f-940f-4cd6-9e85-62fc915daf49', 'color': 'rgba(255,215,0,0.2)'}, {'start': 5.0573356171, 'end': 9.9482272772, 'label': 'CHUNK', 'id': 'c12f6b9b-79f3-4e1e-9ca2-98a11d914e15', 'color': 'rgba(255,215,0,0.2)'}, {'start': 12.2784426755, 'end': 15.863389442, 'label': 'CHUNK', 'id': '5f5b8806-9a6e-44aa-adbf-6be47f028fe7', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottlePlastic_DIGIA05-11.wav,BottlePlastic_DIGIA05-11,DIGI-A,DIGIA05
456,"[{'start': 4.294511041, 'end': 5.392807571, 'label': 'CHUNK', 'id': '79812d18-5483-430d-8756-9d46ebc9c7e6', 'color': 'rgba(255,215,0,0.2)'}, {'start': 1.9606309148, 'end': 2.8958990536, 'label': 'CHUNK', 'id': '149f8f1e-9d42-4c87-ab42-31d92f823baa', 'color': 'rgba(255,215,0,0.2)'}, {'start': 0.0214511041, 'end': 1.0167823344, 'label': 'CHUNK', 'id': '614ddaf3-7992-4234-a1e9-e31962efd3bf', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottlePlastic_DIGIA05-17.wav,BottlePlastic_DIGIA05-17,DIGI-A,DIGIA05
457,"[{'start': 4.9777671832, 'end': 12.7320778705, 'label': 'CHUNK', 'id': '0bdaa9d5-a119-4c83-80e5-2918c2e23e0a', 'color': 'rgba(255,215,0,0.2)'}, {'start': 15.0833849821, 'end': 23.0878347239, 'label': 'CHUNK', 'id': 'e1db1808-4ece-49ea-b1df-db7aa37647a2', 'color': 'rgba(255,215,0,0.2)'}, {'start': 25.1489803797, 'end': 36.7554326961, 'label': 'CHUNK', 'id': '91e9c2a9-5d0e-45fa-8a78-01c71852c85e', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottleChampagne_DIGIFX4-17.wav,BottleChampagne_DIGIFX4-17,DIGI-F,DIGIFX4
458,"[{'start': 0.1706666667, 'end': 17.4933333333, 'label': 'CHUNK', 'id': 'e617b38e-873d-4a39-89c3-d11421c0f9d1', 'color': 'gold'}, {'start': 18.9866666667, 'end': 20.4373333333, 'label': 'CHUNK', 'id': '3b0684e8-9dda-42fd-95db-9acadce11c3b', 'color': 'gold'}, {'start': 21.7173333333, 'end': 24.64, 'label': 'CHUNK', 'id': 'd1bf1489-510d-4bf0-9589-a63a5384eddd', 'color': 'gold'}]",./duplicate/BottleCork_DIGIFX4-16.wav,BottleCork_DIGIFX4-16,DIGI-F,DIGIFX4
459,"[{'start': 0.0513144059, 'end': 1.2828601472, 'label': 'CHUNK', 'id': 'a5f1510c-f3c7-45b6-bef1-5c4731e1a0c6', 'color': 'rgba(255,215,0,0.2)'}, {'start': 2.6786119874, 'end': 4.8132912723, 'label': 'CHUNK', 'id': '7aa9edc9-3053-4a61-be02-95060d1e00a3', 'color': 'rgba(255,215,0,0.2)'}, {'start': 5.3059095689, 'end': 7.3174342797, 'label': 'CHUNK', 'id': '9c05b1b0-fa22-4fe5-8f7c-dfb34739532b', 'color': 'rgba(255,215,0,0.2)'}, {'start': 7.9332071504, 'end': 12.2846687697, 'label': 'CHUNK', 'id': '681dbe3d-ecdf-495c-8828-31cdfc7fb800', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottleCork_DIGIG02-26.wav,BottleCork_DIGIG02-26,DIGI-G,DIGIG02
460,"[{'start': 0, 'end': 0.5546666667, 'label': 'CHUNK', 'id': '454fea67-4a0b-4a55-97b7-09c4c346ec2e', 'color': 'gold'}, {'start': 3.648, 'end': 4.7146666667, 'label': 'CHUNK', 'id': '3413d418-1fa5-4d38-b5bf-797a36cb6d9e', 'color': 'gold'}, {'start': 6.1578969506, 'end': 7.8218969506, 'label': 'CHUNK', 'id': 'edb53b5e-eebb-45df-aa9c-de6b89de229b', 'color': 'rgba(255,215,0,0.2)'}, {'start': 11.1786666667, 'end': 12.2666666667, 'label': 'CHUNK', 'id': 'ff7e3269-5344-4812-b495-d735eb742075', 'color': 'gold'}, {'start': 18.1068853838, 'end': 19.5626666667, 'label': 'CHUNK', 'id': '859f6499-3dc6-40e3-8c94-c051a9cb1b60', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottleCork_DIGIMEGADISC-13.wav,BottleCork_DIGIMEGADISC-13,DIGI-M,DIGIMEGADISC
461,"[{'start': 10.2815646688, 'end': 14.4815899054, 'label': 'CHUNK', 'id': '3ac52015-f328-49e5-ba1c-18f60148aed6', 'color': 'rgba(255,215,0,0.2)'}, {'start': 4.7948264984, 'end': 8.8006309148, 'label': 'CHUNK', 'id': '0b795c76-bb27-4013-b97f-3774b0a9d70c', 'color': 'rgba(255,215,0,0.2)'}, {'start': 0.0121388013, 'end': 3.4595583596, 'label': 'CHUNK', 'id': '32a1113b-4fdc-4cfe-bf1f-c5a20147db9d', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottleGlass_DIGIA05-05.wav,BottleGlass_DIGIA05-05,DIGI-A,DIGIA05
462,"[{'start': 0.0608201893, 'end': 3.3937665615, 'label': 'CHUNK', 'id': '4a357f6e-4502-4dd9-9a76-97931dcb110a', 'color': 'rgba(255,215,0,0.2)'}, {'start': 5.0237476341, 'end': 9.4028012618, 'label': 'CHUNK', 'id': 'd978ee0e-c2bd-4690-b4a0-39b520430e9a', 'color': 'rgba(255,215,0,0.2)'}, {'start': 10.059659306, 'end': 13.9034952681, 'label': 'CHUNK', 'id': '91be87a1-68ba-47f7-a320-41393f5f2f16', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottleGlass_DIGIA05-07.wav,BottleGlass_DIGIA05-07,DIGI-A,DIGIA05
463,"[{'start': 6.1292365931, 'end': 7.0024731861, 'label': 'CHUNK', 'id': 'd9916192-e12c-4872-80e7-1f3ef71ca3f7', 'color': 'rgba(255,215,0,0.2)'}, {'start': 2.8905236593, 'end': 4.3274952681, 'label': 'CHUNK', 'id': 'fb426b34-edd7-43ff-8685-c46638fb74d6', 'color': 'rgba(255,215,0,0.2)'}, {'start': 0.31502839120000004, 'end': 1.2656403785, 'label': 'CHUNK', 'id': '5eb566fe-ae55-470b-9b85-dab429ac4e24', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottleGlass_DIGIA05-15.wav,BottleGlass_DIGIA05-15,DIGI-A,DIGIA05
464,"[{'start': 0.0233438486, 'end': 1.1718611987, 'label': 'CHUNK', 'id': 'fac2bed0-404b-415b-ab83-524bebf0baa8', 'color': 'rgba(255,215,0,0.2)'}, {'start': 2.5351419558, 'end': 3.5809463722, 'label': 'CHUNK', 'id': '93417fe1-d9f4-4ff9-b41e-3b5cd0df898e', 'color': 'rgba(255,215,0,0.2)'}, {'start': 4.8228391167, 'end': 5.9153312303, 'label': 'CHUNK', 'id': '05732344-94fc-40de-88bc-9508cee5155f', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottleGlass_DIGIA05-16.wav,BottleGlass_DIGIA05-16,DIGI-A,DIGIA05
465,"[{'start': 0, 'end': 14.0234602215, 'label': 'CHUNK', 'id': '62d7b5e6-6098-4744-a392-56ddff22a4fa', 'color': 'rgba(255,215,0,0.2)'}, {'start': 31.5093333333, 'end': 45.1413333333, 'label': 'CHUNK', 'id': 'e7ad9f1b-2fc0-423b-9e3d-ce2ac2998284', 'color': 'gold'}, {'start': 47.1253333333, 'end': 86.1653333333, 'label': 'CHUNK', 'id': '3517c52b-50a0-41e9-b348-193d07eb6892', 'color': 'gold'}, {'start': 88.256, 'end': 132.3733333333, 'label': 'CHUNK', 'id': '111e8d95-ef0c-4fff-a3eb-4d12d5411e7d', 'color': 'gold'}, {'start': 15.7769063444, 'end': 29.8786102719, 'label': 'CHUNK', 'id': '82d1b6cc-6700-4d97-8147-2a1ab7aa4f3f', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/AutoWindshieldWipers_DIGID06-93.wav,AutoWindshieldWipers_DIGID06-93,DIGI-D,DIGID06
466,"[{'start': 0, 'end': 20.0106666667, 'label': 'CHUNK', 'id': '2030729a-e993-40ab-aba4-bf5ce036499a', 'color': 'gold'}, {'start': 22.4426666667, 'end': 43.370666666700004, 'label': 'CHUNK', 'id': 'b0fbfb3f-1257-415d-a958-2644caf84e48', 'color': 'gold'}, {'start': 44.7786666667, 'end': 67.712, 'label': 'CHUNK', 'id': '8cdbf3c6-f029-4245-9e14-91c16229e326', 'color': 'gold'}]",./duplicate/AutoWindshieldWipers_DIGID06-96.wav,AutoWindshieldWipers_DIGID06-96,DIGI-D,DIGID06
467,"[{'start': 0.0426666667, 'end': 0.42666666670000003, 'label': 'CHUNK', 'id': '60483b53-9024-4b9d-80eb-f48cd1acfe16', 'color': 'gold'}, {'start': 1.4933333333, 'end': 2.9653333333000003, 'label': 'CHUNK', 'id': '8c077059-b196-4495-b19a-a5360aa06336', 'color': 'gold'}, {'start': 3.7546666667, 'end': 5.0133333333, 'label': 'CHUNK', 'id': '9ffbafd4-705a-439c-8301-9dcc959323f6', 'color': 'gold'}, {'start': 5.824, 'end': 6.5706666667, 'label': 'CHUNK', 'id': '463d34c7-1957-47df-866e-b1ee25acf249', 'color': 'gold'}, {'start': 8.192, 'end': 8.9386666667, 'label': 'CHUNK', 'id': 'e68ec5bc-0856-4c60-9ced-e83e47e501a6', 'color': 'gold'}, {'start': 10.3466666667, 'end': 12.330666666700001, 'label': 'CHUNK', 'id': '67b35dbf-a15b-4eb8-a95a-ae0256089b91', 'color': 'gold'}]",./duplicate/Axe_DIGIJ07-89.wav,Axe_DIGIJ07-89,DIGI-J,DIGIJ07
468,"[{'start': 0, 'end': 1.728, 'label': 'CHUNK', 'id': '4cfec992-c17c-47e2-aa2a-cb8fedb77e5f', 'color': 'gold'}, {'start': 3.6053333333, 'end': 5.44, 'label': 'CHUNK', 'id': '7a76caf3-cfb5-4eac-a8fc-e31f8472327a', 'color': 'gold'}, {'start': 7.424, 'end': 9.3013333333, 'label': 'CHUNK', 'id': 'c79e9783-c68b-4f9d-b7ed-c83824e22a5c', 'color': 'gold'}, {'start': 11.392, 'end': 14.272, 'label': 'CHUNK', 'id': 'e687fc83-2a13-4371-b2c1-d4ba9a0d2c8b', 'color': 'gold'}]",./duplicate/Axe_DIGIJ07-90.wav,Axe_DIGIJ07-90,DIGI-J,DIGIJ07
469,"[{'start': 0.064, 'end': 1.408, 'label': 'CHUNK', 'id': 'b03b18ff-4aa9-42f1-9004-3913ba98a7aa', 'color': 'gold'}, {'start': 3.7333333333, 'end': 5.056, 'label': 'CHUNK', 'id': '866f61eb-a8cc-406e-90a5-60dc2412b84b', 'color': 'gold'}, {'start': 7.168, 'end': 8.4266666667, 'label': 'CHUNK', 'id': '6fbec1b9-2bd2-4d1a-93bb-300b3782e488', 'color': 'gold'}, {'start': 10.816, 'end': 11.8826666667, 'label': 'CHUNK', 'id': '4ca8f79c-6b6d-4ab6-a3b9-5ba08076e2bc', 'color': 'gold'}, {'start': 14.2506666667, 'end': 15.2533333333, 'label': 'CHUNK', 'id': 'b91f4c9b-57a7-43a5-8090-7ff62372c1a8', 'color': 'gold'}, {'start': 18.048, 'end': 19.584, 'label': 'CHUNK', 'id': '6dc9810e-86f5-43d3-a662-fcbf6c1abd25', 'color': 'gold'}, {'start': 21.7386666667, 'end': 23.232, 'label': 'CHUNK', 'id': '84572737-0352-4088-bbc2-00e380ba8717', 'color': 'gold'}, {'start': 25.1306666667, 'end': 26.816, 'label': 'CHUNK', 'id': '1795ef4e-f4f6-45e8-81b7-4f144a2a569d', 'color': 'gold'}, {'start': 28.8213333333, 'end': 30.3573333333, 'label': 'CHUNK', 'id': '37c512e3-080b-4d7a-9847-bc46ae1c39ea', 'color': 'gold'}, {'start': 32.1493333333, 'end': 33.536, 'label': 'CHUNK', 'id': 'e69f3be6-8ee2-48d3-89e2-804bd933d9c4', 'color': 'gold'}, {'start': 35.584, 'end': 38.144, 'label': 'CHUNK', 'id': 'f14b6f6d-7a5b-4346-8ed6-052225da0b21', 'color': 'rgba(255,215,0,0.2)'}, {'start': 39.1466666667, 'end': 42.048, 'label': 'CHUNK', 'id': '0a4a0dc2-3663-4006-bd5e-5d1fdd998a95', 'color': 'gold'}, {'start': 42.4746666667, 'end': 45.4613333333, 'label': 'CHUNK', 'id': 'e0ae9a9a-6394-4161-aa6f-cfeac5baa3ef', 'color': 'gold'}, {'start': 45.952, 'end': 48.576, 'label': 'CHUNK', 'id': '927b29de-83fa-49f8-91e3-c0ce944bde90', 'color': 'gold'}, {'start': 49.152, 'end': 51.5413333333, 'label': 'CHUNK', 'id': '82634e92-3289-432c-a8e5-d8084e357acd', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/Axe_DIGIK2-53.wav,Axe_DIGIK2-53,DIGI-K,DIGIK2
470,"[{'start': 0, 'end': 1.6853333333, 'label': 'CHUNK', 'id': 'c8cf76ad-bdf6-458c-92ec-16f863523cd2', 'color': 'gold'}, {'start': 3.008, 'end': 4.6933333333, 'label': 'CHUNK', 'id': '05a98c43-46dc-4863-9d1e-7f2a5f01bdc6', 'color': 'gold'}, {'start': 5.8453333333, 'end': 7.2533333333, 'label': 'CHUNK', 'id': 'f1274722-2c12-44cb-baa1-3a13f3b3f7c2', 'color': 'gold'}, {'start': 8.2986666667, 'end': 10.3893333333, 'label': 'CHUNK', 'id': 'cd9d7195-e618-4826-a6ab-4a5a49bc98c1', 'color': 'gold'}, {'start': 11.4773333333, 'end': 13.0133333333, 'label': 'CHUNK', 'id': '26e30a1e-0160-4962-ac82-63d418942b09', 'color': 'gold'}, {'start': 14.1226666667, 'end': 15.9146666667, 'label': 'CHUNK', 'id': 'c6274873-feae-443e-a993-6fefca670d99', 'color': 'gold'}, {'start': 16.64, 'end': 17.5786666667, 'label': 'CHUNK', 'id': '614442c8-5e94-4a03-86a9-4c8ad3c0626f', 'color': 'gold'}]",./duplicate/Badminton_DIGIH07-48.wav,Badminton_DIGIH07-48,DIGI-H,DIGIH07
471,"[{'start': 0, 'end': 3.3493333333, 'label': 'CHUNK', 'id': 'fdf2e0cc-3938-4360-b69b-447cff84227c', 'color': 'gold'}, {'start': 4.352, 'end': 6.72, 'label': 'CHUNK', 'id': 'c20468f4-93d5-4645-8d73-2b560895afb5', 'color': 'gold'}, {'start': 7.9146666667000005, 'end': 9.28, 'label': 'CHUNK', 'id': '6f184c64-4472-46b7-96bc-5136432aaea8', 'color': 'gold'}, {'start': 10.6453333333, 'end': 11.8826666667, 'label': 'CHUNK', 'id': 'c7151647-7a37-492b-bb3c-1b1a39cd2758', 'color': 'gold'}, {'start': 12.8853333333, 'end': 14.4213333333, 'label': 'CHUNK', 'id': '6bdc1ea6-c021-4892-982b-37fb8a8b34f8', 'color': 'gold'}, {'start': 15.36, 'end': 16.1066666667, 'label': 'CHUNK', 'id': '2c587126-35d0-4cc2-8037-85b0213e4476', 'color': 'gold'}]",./duplicate/Badminton_DIGIH07-49.wav,Badminton_DIGIH07-49,DIGI-H,DIGIH07
472,"[{'start': 0, 'end': 2.624, 'label': 'CHUNK', 'id': '9ba92182-a902-4d61-84d3-2ce660a86482', 'color': 'gold'}, {'start': 3.6737076762000003, 'end': 4.9110410095, 'label': 'CHUNK', 'id': 'f860e55c-7f76-45d3-a5bd-09e53594e311', 'color': 'rgba(255,215,0,0.2)'}, {'start': 6.3338128286, 'end': 10.7284794953, 'label': 'CHUNK', 'id': 'c85eed03-37cf-4545-a5ce-cecd606c0ce3', 'color': 'rgba(255,215,0,0.2)'}, {'start': 12.0981871714, 'end': 13.548853838, 'label': 'CHUNK', 'id': 'c70e1ac0-7ecb-420f-95e6-1b7b7893048c', 'color': 'rgba(255,215,0,0.2)'}, {'start': 18.1333333333, 'end': 25.152, 'label': 'CHUNK', 'id': '2d151417-6592-4e22-b51a-342021acc947', 'color': 'gold'}, {'start': 15.0782923238, 'end': 16.6996256572, 'label': 'CHUNK', 'id': 'a000e0c2-84ac-4d98-bde9-2fc972679a5a', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/Badminton_DIGIH07-50.wav,Badminton_DIGIH07-50,DIGI-H,DIGIH07
473,"[{'start': 0, 'end': 1.8773333333000002, 'label': 'CHUNK', 'id': 'fcc89ac4-f367-4ca4-a110-89ec84e090aa', 'color': 'gold'}, {'start': 3.072, 'end': 5.0773333333, 'label': 'CHUNK', 'id': '79b5ef7f-0cc8-41f4-9cc7-ebf42d9a95c4', 'color': 'gold'}, {'start': 6.2168832808, 'end': 8.1155499475, 'label': 'CHUNK', 'id': '1b1fc4a1-91e6-4b7d-9c07-097e31adb46c', 'color': 'rgba(255,215,0,0.2)'}, {'start': 9.1792555205, 'end': 11.3552555205, 'label': 'CHUNK', 'id': 'bbf22475-f6a1-4c94-b5d4-d959ba609d88', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/Badminton_DIGIH07-51.wav,Badminton_DIGIH07-51,DIGI-H,DIGIH07
474,"[{'start': 0, 'end': 0.8320000000000001, 'label': 'CHUNK', 'id': 'dc06b525-ca07-4367-ae52-f48c4f10748f', 'color': 'gold'}, {'start': 2.0053333333, 'end': 3.072, 'label': 'CHUNK', 'id': 'dd8da5a4-4fa7-48ee-9572-68d8a5b3e011', 'color': 'gold'}, {'start': 3.9253333333000002, 'end': 5.2266666667, 'label': 'CHUNK', 'id': 'ac915b69-6f7b-41d2-b0c3-90335541d3fb', 'color': 'gold'}, {'start': 6.336, 'end': 7.168, 'label': 'CHUNK', 'id': '709ef515-a0fd-472f-aec1-ae7aec4d0c2a', 'color': 'gold'}, {'start': 8.2986666667, 'end': 8.768, 'label': 'CHUNK', 'id': '53d338ec-cabb-4e9a-9ecd-63477224f88e', 'color': 'gold'}, {'start': 9.8133333333, 'end': 10.8906666667, 'label': 'CHUNK', 'id': 'b4b92fd8-f52c-4949-afbf-67dbc63f8477', 'color': 'gold'}]",./duplicate/Badminton_DIGIH07-52.wav,Badminton_DIGIH07-52,DIGI-H,DIGIH07
475,"[{'start': 0.10675078860000001, 'end': 1.0319242902, 'label': 'CHUNK', 'id': 'cc8e1c4b-6642-48b9-a46c-34b2482e1bdf', 'color': 'rgba(255,215,0,0.2)'}, {'start': 2.1310620399999998, 'end': 3.396256572, 'label': 'CHUNK', 'id': '28fcdf4d-1bbf-42ac-98e1-214e12fc2522', 'color': 'rgba(255,215,0,0.2)'}, {'start': 3.8786119874000002, 'end': 5.0014721346, 'label': 'CHUNK', 'id': '91c5b254-be97-4656-a632-f65f0ff75e8b', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottlePlastic_DIGIA05-18.wav,BottlePlastic_DIGIA05-18,DIGI-A,DIGIA05
476,"[{'start': 0, 'end': 1.5573333333, 'label': 'CHUNK', 'id': '101f0bff-79ca-4766-a94a-8ec44910ee62', 'color': 'gold'}, {'start': 2.8013068432, 'end': 4.3159735099, 'label': 'CHUNK', 'id': '9991a67f-54a6-4b53-b83e-13bc0c14f8c5', 'color': 'rgba(255,215,0,0.2)'}, {'start': 5.261986755, 'end': 6.6486534217, 'label': 'CHUNK', 'id': '324bbef3-db38-44b9-aef1-2efd3a987a39', 'color': 'rgba(255,215,0,0.2)'}, {'start': 7.5012803532, 'end': 9.527947019900001, 'label': 'CHUNK', 'id': '21a02586-8c52-4276-9b6c-bf457e134802', 'color': 'rgba(255,215,0,0.2)'}, {'start': 10.8373333333, 'end': 12.8213333333, 'label': 'CHUNK', 'id': 'c4859276-f629-4ca9-9750-22612cfee2d5', 'color': 'gold'}, {'start': 14.0513200883, 'end': 17.5926534217, 'label': 'CHUNK', 'id': 'c14ef102-5fea-4a1f-adf5-d2743443727d', 'color': 'rgba(255,215,0,0.2)'}, {'start': 18.637986755, 'end': 24.141986755, 'label': 'CHUNK', 'id': '74e57838-388b-41b6-9cf3-4ac14e0c8a94', 'color': 'rgba(255,215,0,0.2)'}, {'start': 25.2873465783, 'end': 29.5326799117, 'label': 'CHUNK', 'id': 'ea2e58c9-7802-42be-96d6-caaef925961c', 'color': 'rgba(255,215,0,0.2)'}, {'start': 30.6486534217, 'end': 36.9206534217, 'label': 'CHUNK', 'id': '2db2eb90-da25-45ee-adba-f3ff481ca1b3', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/BottleSoftDrink_DIGIB07-10-1.wav,BottleSoftDrink_DIGIB07-10-1,DIGI-B,DIGIB07
477,"[{'start': 0.42666666670000003, 'end': 17.28, 'label': 'CHUNK', 'id': '3393b4bc-cfc4-429b-9603-215106e8e555', 'color': 'gold'}, {'start': 18.368, 'end': 36.288, 'label': 'CHUNK', 'id': '1b56e5e3-8cf9-435e-9f54-357a54293744', 'color': 'gold'}]",./duplicate/BottleSoftDrink_DIGIJ05-27.wav,BottleSoftDrink_DIGIJ05-27,DIGI-J,DIGIJ05
478,"[{'start': 0.1250503083, 'end': 3.7264991886, 'label': 'CHUNK', 'id': '3e024c5c-c567-4cca-be21-ec7efb2f3475', 'color': 'rgba(255,215,0,0.2)'}, {'start': 4.8769620253, 'end': 7.0778474521, 'label': 'CHUNK', 'id': '04fce038-dc41-42f7-b1df-f8db62b83d3c', 'color': 'rgba(255,215,0,0.2)'}, {'start': 7.6280688088, 'end': 9.728913989, 'label': 'CHUNK', 'id': '95c2567d-6b07-42aa-833b-9048ce260ccc', 'color': 'rgba(255,215,0,0.2)'}, {'start': 10.7293164557, 'end': 16.3715863776, 'label': 'CHUNK', 'id': '76486184-dbe2-4780-81b6-59a41c06e713', 'color': 'rgba(255,215,0,0.2)'}, {'start': 17.1318919327, 'end': 20.1831194562, 'label': 'CHUNK', 'id': '2de76739-8b47-4d98-b369-a96047b186c9', 'color': 'rgba(255,215,0,0.2)'}, {'start': 23.6545160206, 'end': 26.3055825574, 'label': 'CHUNK', 'id': 'd431377f-50a1-458d-a269-f6dff1374e0f', 'color': 'rgba(255,215,0,0.2)'}, {'start': 26.8558039141, 'end': 31.7077558778, 'label': 'CHUNK', 'id': '319a6112-d2c0-47c9-aee5-3dcdf81f4dfa', 'color': 'rgba(255,215,0,0.2)'}, {'start': 32.7281660885, 'end': 38.9806815056, 'label': 'CHUNK', 'id': 'deb08464-ba08-4501-bd74-e2ea108c7104', 'color': 'rgba(255,215,0,0.2)'}, {'start': 41.4316675491, 'end': 44.532915196, 'label': 'CHUNK', 'id': '076ddfbf-2f67-4e5e-a661-dea3bd22b524', 'color': 'rgba(255,215,0,0.2)'}, {'start': 47.6341628428, 'end': 50.6853903664, 'label': 'CHUNK', 'id': '44f700ad-0c6b-43b0-8aff-745a2c5f5c89', 'color': 'rgba(255,215,0,0.2)'}, {'start': 44.532915196, 'end': 47.2340018561, 'label': 'CHUNK', 'id': '1d913024-70d5-41b2-a755-304c4236643f', 'color': 'rgba(255,215,0,0.2)'}, {'start': 20.4832405063, 'end': 22.6841259331, 'label': 'CHUNK', 'id': 'a4e481bc-0461-46f9-8ec9-a40840726067', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/Bowling_DIGIH07-21.wav,Bowling_DIGIH07-21,DIGI-H,DIGIH07
479,"[{'start': 0.0426666667, 'end': 13.4826666667, 'label': 'CHUNK', 'id': 'ea766dc8-950f-4c6f-8a50-e692fdd00043', 'color': 'gold'}, {'start': 14.7413333333, 'end': 31.872, 'label': 'CHUNK', 'id': '0066cdc8-5b0b-4069-bad7-22630c525d18', 'color': 'gold'}]",./duplicate/Bowling_DIGIH07-22.wav,Bowling_DIGIH07-22,DIGI-H,DIGIH07
